"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Influenza","Influenza activity","Intensity","-","2011-W45","EL","Greece",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W45","ES","Spain",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W45","FI","Finland",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W45","FR","France",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W45","HU","Hungary",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W45","IE","Ireland",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W45","IS","Iceland",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W45","IT","Italy",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W45","LT","Lithuania",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W45","LU","Luxembourg",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W45","LV","Latvia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W45","MT","Malta",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W45","NL","Netherlands",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W45","NO","Norway",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W45","PL","Poland",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W45","PT","Portugal",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W45","RO","Romania",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W45","SE","Sweden",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W45","SI","Slovenia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W45","SK","Slovakia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W46","AT","Austria",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W46","BE","Belgium",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W46","BG","Bulgaria",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W46","CY","Cyprus",-,""
"Influenza","Influenza activity","Intensity","-","2011-W46","CZ","Czechia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W46","DE","Germany",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W46","DK","Denmark",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W46","EE","Estonia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W46","EL","Greece",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W46","ES","Spain",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W46","FI","Finland",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W46","FR","France",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W46","HU","Hungary",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W46","IE","Ireland",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W46","IS","Iceland",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W46","IT","Italy",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W46","LT","Lithuania",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W46","LU","Luxembourg",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W46","LV","Latvia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W46","MT","Malta",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W46","NL","Netherlands",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W46","NO","Norway",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W46","PL","Poland",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W46","PT","Portugal",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W46","RO","Romania",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W46","SE","Sweden",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W46","SI","Slovenia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W46","SK","Slovakia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W47","AT","Austria",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W47","BE","Belgium",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W47","BG","Bulgaria",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W47","CY","Cyprus",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W47","CZ","Czechia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W47","DE","Germany",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W47","DK","Denmark",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W47","EE","Estonia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W47","EL","Greece",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W47","ES","Spain",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W47","FI","Finland",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W47","FR","France",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W47","HU","Hungary",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W47","IE","Ireland",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W47","IS","Iceland",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W47","IT","Italy",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W47","LT","Lithuania",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W47","LU","Luxembourg",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W47","LV","Latvia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W47","MT","Malta",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W47","NL","Netherlands",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W47","NO","Norway",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W47","PL","Poland",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W47","PT","Portugal",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W47","RO","Romania",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W47","SE","Sweden",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W47","SI","Slovenia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W47","SK","Slovakia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W48","AT","Austria",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W48","BE","Belgium",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W48","BG","Bulgaria",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W48","CY","Cyprus",-,""
"Influenza","Influenza activity","Intensity","-","2011-W48","CZ","Czechia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W48","DE","Germany",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W48","DK","Denmark",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W48","EE","Estonia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W48","EL","Greece",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W48","ES","Spain",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W48","FI","Finland",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W48","FR","France",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W48","HU","Hungary",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W48","IE","Ireland",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W48","IS","Iceland",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W48","IT","Italy",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W48","LT","Lithuania",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W48","LU","Luxembourg",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W48","LV","Latvia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W48","MT","Malta",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W48","NL","Netherlands",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W48","NO","Norway",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W48","PL","Poland",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W48","PT","Portugal",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W48","RO","Romania",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W48","SE","Sweden",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W48","SI","Slovenia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W48","SK","Slovakia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W49","AT","Austria",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W49","BE","Belgium",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W49","BG","Bulgaria",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W49","CY","Cyprus",-,""
"Influenza","Influenza activity","Intensity","-","2011-W49","CZ","Czechia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W49","DE","Germany",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W49","DK","Denmark",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W49","EE","Estonia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W49","EL","Greece",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W49","ES","Spain",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W49","FI","Finland",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W49","FR","France",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W49","HU","Hungary",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W49","IE","Ireland",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W49","IS","Iceland",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W49","IT","Italy",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W49","LT","Lithuania",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W49","LU","Luxembourg",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W49","LV","Latvia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W49","MT","Malta",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W49","NL","Netherlands",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W49","NO","Norway",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W49","PL","Poland",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W49","PT","Portugal",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W49","RO","Romania",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W49","SE","Sweden",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W49","SI","Slovenia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W49","SK","Slovakia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W50","AT","Austria",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W50","BE","Belgium",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W50","BG","Bulgaria",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W50","CY","Cyprus",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W50","CZ","Czechia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W50","DE","Germany",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W50","DK","Denmark",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W50","EE","Estonia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W50","EL","Greece",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W50","ES","Spain",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W50","FI","Finland",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W50","FR","France",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W50","HU","Hungary",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W50","IE","Ireland",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W50","IS","Iceland",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W50","IT","Italy",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W50","LT","Lithuania",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W50","LU","Luxembourg",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W50","LV","Latvia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W50","MT","Malta",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W50","NL","Netherlands",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W50","NO","Norway",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W50","PL","Poland",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W50","PT","Portugal",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W50","RO","Romania",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W50","SE","Sweden",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W50","SI","Slovenia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W50","SK","Slovakia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W51","AT","Austria",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W51","BE","Belgium",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W51","BG","Bulgaria",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W51","CY","Cyprus",-,""
"Influenza","Influenza activity","Intensity","-","2011-W51","CZ","Czechia",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W51","DE","Germany",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W51","DK","Denmark",2.000000000,"Low"
"Influenza","Influenza activity","Intensity","-","2011-W51","EE","Estonia",2.000000000,"Low"
